nappi_code,name,schedule,dosage_form,pack_size,sep,dispensing_fee,is_generic,regno
897035003,Elosalic  ,S4,ointment,15.0,R 245.29,R 92.69,Generic,34/13.9.1/007
824267001,Mylan morphine,S6,injection,10.0,R 66.50,R 34.89,Generic,28/2.9/0587
832731005,Mylan aminophylline iv 10ml,S4,injection,10.0,R 93.76,R 44.32,Generic,27/10.2/0412
708313019,Betnovate ,S4,cream,15.0,R 67.76,R 35.33,Generic,G/13.4.1/1825
708313027,Betnovate ,S4,cream,30.0,R 62.10,R 33.37,Generic,G/13.4.1/1825
708321003,Betnovate ,S4,cream,15.0,R 60.22,R 32.72,Generic,G1826
708321011,Betnovate ,S4,cream,45.0,R 144.31,R 61.81,Generic,G1826
708348009,Betnovate ,S4,ointment,15.0,R 61.62,R 33.20,Generic,G/13.4.1/1829
708348017,Betnovate ,S4,ointment,30.0,R 63.67,R 33.91,Generic,G/13.4.1/1829
708364004,Betnovate 'c',S4,cream,15.0,R 91.79,R 43.64,Generic,G1827
708372007,Betnovate 'c',S4,ointment,15.0,R 79.15,R 39.27,Generic,G1830
708380018,Betnovate 'n',S4,cream,15.0,R 94.60,R 44.61,Generic,G1828
708399002,Betnovate 'n',S4,ointment,15.0,R 81.96,R 40.24,Generic,G1831
708410006,Betnovate Skin  ,S4,lotion,20.0,R 189.86,R 77.57,Generic,G1833
718718003,Dermovate ,S4,cream,25.0,R 94.10,R 44.44,Generic,F/13.4.1/176
718726006,Dermovate ,S4,ointment,25.0,R 94.10,R 44.44,Generic,F/13.4.1/175
724963006,Eumovate  ,S4,cream,25.0,R 65.84,R 34.66,Generic,J/13.4/187
724971009,Eumovate,S4,ointment,25.0,R 63.18,R 33.74,Generic,J/13.4/188
727148001,Fortum ,S4,injection,1.0,R 135.28,R 58.69,Generic,R/20.1.1/302
727156004,Fortum ,S4,injection,1.0,R 271.17,R 99.81,Generic,R/20.1.1/303
727172018,Fortum ,S4,injection,1.0,R 505.67,R 158.85,Generic,R/20.1.1/304
824208005,Betnovate Scalp ,S4,lotion,30.0,R 138.95,R 59.96,Generic,G1832
824216008,Dermovate Scalp ,S4,lotion,30.0,R 194.94,R 79.33,Generic,H/13.4.1/268
700512001,Preterax 2mg/0.625mg,S3,tablet,30.0,R 398.45,R 134.82,Generic,33/7.1.3/0362
702923001,Diamicron mr,S3,Srt,60.0,R 221.30,R 86.09,Generic,35/21.2/0178
705534001,Protos 2 G,S3,Gra,28.0,R 525.30,R 161.74,Generic,A38/34/0674
705914001,Coversyl 5 Mg,S3,tablet,30.0,R 251.36,R 94.36,Generic,A39/7.1.3/0235
705915001,Coversyl,S3,tablet,30.0,R 451.84,R 149.51,Generic,A39/7.1.3/0236
710620001,Coralan,S3,tablet,56.0,R 672.71,R 183.43,Generic,A39/7.1.4/0410
710621001,Coralan,S3,tablet,56.0,R 672.71,R 183.43,Generic,A39/7.1.4/0411
716215001,Valdoxane,S5,tablet,28.0,R 539.77,R 163.87,Generic,A40/1.2/0347
717782001,Perindopril co unicorn 4mg/1.25mg,S3,tablet,30.0,R 158.07,R 66.57,Generic,37/7.1.3/0356
718245001,Diamicron mr,S3,Srt,30.0,R 211.08,R 83.28,Generic,43/21.2/0957
719463009,Gliclazide unicorn,S3,tablet,60.0,R 111.67,R 50.52,Generic,J/21.2/190
719852001,Coveram 5/10,S3,tablet,30.0,R 290.04,R 105.00,Generic,43/7.1.3/0934
719853001,Coveram 10/10,S3,tablet,30.0,R 340.06,R 118.76,Generic,43/7.1.3/0936
719854001,Coveram 10/5,S3,tablet,30.0,R 296.94,R 106.90,Generic,43/7.1.3/0935
719855001,Coveram 5/5,S3,tablet,30.0,R 246.92,R 93.14,Generic,43/7.1.3/0933
720389001,Coversyl plus 5mg/1.25mg,S3,tablet,30.0,R 352.43,R 122.16,Generic,42/7.1.3/0167
721519001,"Biocoversyl Plus 10/2,5",S3,Fcr,30.0,R 387.18,R 131.72,Generic,43/7.1.3/0968
746002009,Natrilix  ,S3,tablet,30.0,R 201.85,R 80.74,Generic,G/7.1/65
785121005,Coversyl,S3,tablet,30.0,R 310.06,R 110.51,Generic,X/7.1.3/314
830836004,Natrilix sr,S3,Srt,30.0,R 213.12,R 83.84,Generic,31/7.1/0166
837172004,Locabiotal ,S2,solution,100.0,R 199.40,R 80.87,Generic,H/16.4/1450
877549001,Coversyl plus 4mg/1.25mg,S3,tablet,30.0,R 438.68,R 145.89,Generic,33/7.1.3/0363
715717001,Replagal solution for infusion vial 3.5m,S4,infusion,3.0,R 20670.36,R 1339.63,Generic,43/31/0309
875112005,Agrylin,S4,capsule,100.0,R 5952.10,R 539.35,Generic,33/8/0288
726362018,Flamazine,S4,cream,50.0,R 102.54,R 47.36,Generic,H/14.2/3003
726362026,Flamazine,S4,cream,250.0,R 415.77,R 139.59,Generic,H/14.2/3003
726362034,Flamazine,S4,cream,500.0,R 745.95,R 194.20,Generic,H/14.2/3003
734012004,Iruxol mono,S1,ointment,30.0,R 529.57,R 162.37,Generic,G1633(ACT 101/1965)
734012012,Iruxol mono,S1,ointment,10.0,R 203.59,R 81.22,Generic,G1633(ACT 101/1965)
791725006,Bactrazine,S4,cream,50.0,R 79.83,R 39.50,Generic,X/14.2/130
791725014,Bactrazine,S4,cream,250.0,R 312.84,R 111.27,Generic,X/14.2/130
791725022,Bactrazine,S4,cream,500.0,R 571.67,R 168.56,Generic,X/14.2/130
704504002,Min proxymetacaine,S4,Opm,0.0,R 476.33,R 154.54,Generic,35/15.4/0088
708581001,Dexagel 5g,S4,eye ointment,5.0,R 232.83,R 89.26,Generic,37/15.2/0275
721666001,Lotemax opthalmic suspension 5ml,S4,drops,5.0,R 281.72,R 102.71,Generic,37/15.2/0588
722716001,Alrex 5ml,S4,drops,5.0,R 239.96,R 91.22,Generic,38/15.2/0203
743380002,Minims Atropine Sulphate 1 %,S3,drops,20.0,R 441.27,R 146.60,Generic,C/15.4/39
743402006,Minims Cyclopentolate Hydrochloride 1 %,S3,drops,0.0,R 457.33,R 151.02,Generic,C/15.4/49
743429001,Minims Phenylephrine Hydrochloride 10 %,S1,drops,0.0,R 469.39,R 154.34,Generic,D/15.2/22
743437004,Minims Tropicamide 1 %,S3,drops,0.0,R 496.66,R 157.53,Generic,N/15.4/123
743453018,Minims Pilocarpine Nitrate 2 %,S3,drops,20.0,R 444.69,R 147.54,Generic,C/15.4/54
743488016,Minims lidocaine and fluorescein,S4,Opm,0.0,R 543.86,R 164.47,Generic,L/15.4/369
743518012,Min tetracaine hcl ( was Min amethocaine,S4,Opm,0.0,R 456.39,R 150.76,Generic,C/15.4/47
743526015,Min oxybuprocaine hcl (was Min benoxinat,S4,Opm,0.0,R 485.47,R 155.88,Generic,C/15.4/44
743534026,Min fluorescein sod,S1,Opm,0.0,R 608.89,R 174.04,Generic,T/15.4/86
743550005,"Minims Chloramphenicol 0,5 %",S4,drops,0.0,R 459.76,R 151.69,Generic,E/15.1/223
743607007,"Minims Prednisolone Sodium Phosphate 0,5 %",S4,drops,0.0,R 593.41,R 171.76,Generic,P/15.2/212
770272002,Bausch & Lomb Tft Ophthiole,S4,drops,1.0,R 304.68,R 109.03,Generic,L/15.4/175
804630003,Vividrin eye drops,S2,drops,1.0,R 96.82,R 45.38,Generic,W/15.4/0086
816728003,"Bausch & Lomb Beta Opthiole 0,3 %",S3,drops,1.0,R 121.48,R 53.91,Generic,R/15.4/65
816736006,"Bausch & Lomb Beta Opthiole 0,6 %",S3,drops,1.0,R 139.43,R 60.12,Generic,R/15.4/66
825476003,Miochol E 2ml vial,S3,drops,12.0,R 5060.77,R 490.88,Generic,28/15.4/0506
829463003,Amvisc Plus,S4,Opi,0.0,R 728.00,R 191.56,Generic,27/15.4/0097
703378001,Sonke-lamivudine,S4,tablet,90.0,R 495.71,R 157.39,Generic,A40/20.2.8/0507
709528001,Sonke-efavirenz,S4,tablet,30.0,R 180.26,R 74.25,Generic,A40/20.2.8/0508
720428002,Atenef,S4,tablet,30.0,R 363.15,R 125.11,Generic,47/20.2.8/0483
764469002,Snake bite outfit p6478,S2,vacutainer,10.0,R 2510.60,R 352.22,Generic,T517
764477005,Snake serum polyval 10ml,S2,vacutainer,10.0,R 1340.50,R 281.67,Generic,T517
765899019,Spider antivenom 5ml p6484,S4,injection,5.0,R 1253.90,R 268.93,Generic,T519
804185018,Saimr Boomslang Antivenom 10 Ml,S4,liquid,10.0,R 2080.48,R 328.83,Generic,T515
805998004,Scorpion antivenum 5ml,S4,injection,5.0,R 1253.90,R 268.93,Generic,T518
852376014,Saimr Echis Antivenom 10 Ml,S4,solution,10.0,R 986.47,R 229.59,Generic,T516
722713001,Spec Levofloxacin 500,S4,tablet,5.0,R 165.46,R 69.13,Generic,43/20.1.1/0426
723106001,Spec bicalutamide,S4,tablet,30.0,R 3024.79,R 380.18,Generic,43/21.12/0620
723214001,Capecitabine specpharm,S4,tablet,60.0,R 654.36,R 180.73,Generic,49/26/1045
723225001,Capecitabine specpharm,S4,tablet,120.0,R 3627.34,R 412.94,Generic,49/26/1046
712617001,Perizal,S5,tablet,30.0,R 245.30,R 92.69,Generic,A40/2.6.5/0706
713763001,Spec-perindopril plus 4mg/1.25mg,S3,tablet,30.0,R 178.64,R 73.69,Generic,41/7.1.3/0631
717365001,Spec teicoplanin powder for solution via,S4,injection,3.0,R 436.09,R 145.18,Generic,42/20.1.1/0889
703279003,Medaxime,S4,injection,10.0,R 490.83,R 156.67,Generic,37/20.1.1/0385
703280002,Medaxime,S4,injection,10.0,R 1005.05,R 232.32,Generic,37/20.1.1/0386
703283002,Medaxime,S4,injection,10.0,R 278.95,R 101.95,Generic,37/20.1.1/0384
705315001,Spec-oxytocin,S4,injection,10.0,R 1295.98,R 275.12,Generic,A39/19/0074
705366001,Spec-topistin,S4,infusion,200.0,R 250.25,R 94.05,Generic,37/20.1.1/0655
706560001,Spec-topistin,S4,infusion,100.0,R 137.57,R 59.48,Generic,37/20.1.1/0655
708814001,Spec-flutamide,S4,tablet,100.0,R 1212.08,R 262.78,Generic,37/21.12/0616
708939001,Spec-oxytocin amp 1ml,S4,injection,10.0,R 972.94,R 227.60,Generic,41/19/0303
709903001,Spec-topistin,S4,infusion,50.0,R 77.86,R 38.82,Generic,37/20.1.1/0655
710904001,Sulphonur,S3,tablet,30.0,R 114.63,R 51.54,Generic,41/21.2/0519
710905001,Sulphonur,S3,tablet,30.0,R 208.88,R 82.67,Generic,41/21.2/0520
710906001,Sulphonur,S3,tablet,30.0,R 299.10,R 107.49,Generic,41/21.2/0521
710908001,Danset ampoule 2ml,S4,injection,2.0,R 178.10,R 73.50,Generic,A40/5.10/0732
710909001,Danset ampoule 4ml,S4,injection,4.0,R 323.38,R 114.17,Generic,A40/5.10/0733
712614001,Spec-budesonide 10ml 200 dose,S3,Aqs,200.0,R 270.28,R 99.56,Generic,A40/21.5.1/0224
712616001,Spec-perindopril,S3,tablet,30.0,R 214.90,R 84.33,Generic,41/7.1.3/0653
712618001,Perizal,S5,tablet,30.0,R 356.34,R 123.24,Generic,A40/2.6.5/0707
712619001,Perizal,S5,tablet,30.0,R 683.65,R 185.04,Generic,A40/2.6.5/0708
712621001,Perizal,S5,tablet,30.0,R 975.34,R 227.95,Generic,A40/2.6.5/0709
713048001,Euvax B Inj,S2,injection,10.0,R 1388.99,R 288.81,Generic,35/30.1/0024
713048002,Euvax b vial 1ml,S2,vacutainer,1.0,R 186.39,R 76.37,Generic,35/30.1/0024
713197001,Medaxone 10ml vial,S4,injection,10.0,R 464.53,R 153.00,Generic,A40/20.1.1/0200
713199001,Medaxone 10ml vial,S4,injection,10.0,R 829.56,R 206.50,Generic,A40/20.1.1/0198
713200001,Medaxone 10ml vial,S4,injection,10.0,R 249.62,R 93.88,Generic,A40/20.1.1/0199
713254001,Spec-losartan,S3,tablet,30.0,R 173.75,R 72.00,Generic,41/7.1.3/1075
713255001,Spec-losartan,S3,tablet,30.0,R 155.90,R 65.82,Generic,41/7.1.3/1076
713762001,Spec-perindopril plus 2mg/0.625mg,S3,tablet,30.0,R 174.91,R 72.40,Generic,41/7.1.3/0630
715000001,Macorel sr,S3,Srt,30.0,R 314.00,R 111.59,Generic,A40/7.1/0550
715001001,Macorel sr,S3,Srt,30.0,R 446.67,R 148.09,Generic,A40/7.1/0551
715002001,Spec nifedipine sr,S3,Srt,30.0,R 282.85,R 103.02,Generic,A40/7.1/0552
715003001,Spec nifedipine sr,S3,Srt,30.0,R 401.56,R 135.68,Generic,A40/7.1/0553
715349001,Euvax b 0.5ml vial,S2,vacutainer,1.0,R 99.93,R 46.46,Generic,35/30.1/0024
715848001,Netrasol co 50/12.5mg,S3,tablet,30.0,R 154.76,R 65.43,Generic,41/7.1.3/1000
715849001,Netrasol co 100/25mg,S3,tablet,30.0,R 164.51,R 68.80,Generic,41/7.1.3/1001
716627001,Claren 125 Granules,S4,suspension,60.0,R 132.84,R 57.84,Generic,41/20.1.1/0249
716628001,Claren 250 Granules,S4,suspension,60.0,R 241.71,R 91.70,Generic,41/20.1.1/0250
717364001,Spec teicoplanin powder for solution via,S4,injection,3.0,R 213.88,R 84.05,Generic,42/20.1.1/0888
717697001,Spec levofloxacin iv,S4,infusion,50.0,R 134.36,R 58.37,Generic,42/20.1.1/0440
717698001,Spec levofloxacin iv,S4,infusion,100.0,R 244.45,R 92.46,Generic,42/20.1.1/0428
717831001,Montelukast specpharm,S3,Chu,28.0,R 427.38,R 142.78,Generic,44/10.2.2/0889
717832001,Montelukast specpharm,S3,Chu,28.0,R 427.38,R 142.78,Generic,44/10.2.2.0890
717833001,Montelukast specpharm,S3,tablet,28.0,R 427.38,R 142.78,Generic,44/10.2.2/0891
718381001,Medoxicam,S3,tablet,30.0,R 66.03,R 34.73,Generic,41/3.1/0252
718382001,Medoxicam,S3,tablet,10.0,R 59.64,R 32.52,Generic,41/3.1/0253
718382002,Medoxicam,S3,tablet,30.0,R 142.62,R 61.23,Generic,41/3.1/0253
718987001,Pantoprazole specpharm iv powder for sol,S4,injection,10.0,R 232.68,R 89.22,Generic,44/11.4.3/0840
718988001,Spec bicalutamide,S4,tablet,30.0,R 781.62,R 199.45,Generic,43/21.12/0402
719507001,Eftenem,S4,tablet,30.0,R 760.25,R 196.31,Generic,47/20.2.8/0118
720242001,Tenemcom 200mg/300mg,S4,tablet,30.0,R 615.20,R 174.97,Generic,47/20.2.8/0740
722635001,Midazolam Specpharm 5Mg/5Ml,S5,injection,5.0,R 355.92,R 123.12,Generic,44/2.2/0715
722637001,Midazolam Specpharm 50Mg/10Ml,S5,injection,10.0,R 735.31,R 192.64,Generic,44/2.2/0718
712615001,Spec-perindopril,S3,tablet,30.0,R 144.22,R 61.78,Generic,41/7.1.3/0652
720893001,Spec quetiapine,S5,tablet,100.0,R 398.21,R 134.76,Generic,46/2.6.5/0081
720894001,Spec quetiapine,S5,tablet,90.0,R 610.89,R 174.33,Generic,46/2.6.5/0082
720896001,Spec quetiapine,S5,tablet,60.0,R 670.16,R 183.05,Generic,46/2.6.5/0084
720897001,Spec quetiapine,S5,tablet,60.0,R 766.99,R 197.30,Generic,46/2.6.5/0085
721710001,Spec quetiapine,S5,tablet,90.0,R 938.13,R 222.48,Generic,46/2.6.5/0083
706531001,Spec-Co-Amiloride,S3,tablet,500.0,R 142.75,R 61.27,Generic,28/18.1/0684
721512001,Linezolid specpharm,S4,tablet,10.0,R 6560.59,R 572.43,Generic,48/20.1.1/0223
3000905001,Fluconazole 200 Strides,S4,capsule,30.0,R 565.68,R 167.68,Generic,38/20.2.2/0103
3000954001,Fluconazole 150 Strides,S4,capsule,1.0,R 60.22,R 32.72,Generic,38/20.2.2/0099
715627001,Cortaject 100 Mg,S4,injection,5.0,R 192.61,R 78.52,Generic,41/21.5/0016 
718288002,Topirol,S3,tablet,30.0,R 157.86,R 66.50,Generic,41/2.5/0443
718291002,Topirol,S3,tablet,30.0,R 446.67,R 148.09,Generic,41/2.5/0444
723472001,Nexipraz iv powder for solution vial,S4,injection,5.0,R 646.55,R 179.58,Generic,46/11.4.3/0606
3000000001,Lecardop 25/100,S4,tablet,100.0,R 500.69,R 158.12,Generic,45/5.4.1/0765
3000001001,Lecardop 25/250,S4,tablet,100.0,R 648.25,R 179.83,Generic,45/5.4.1/0764
701654003,Unifen,S4,tablet,1000.0,R 532.27,R 162.77,Generic,34/3.1/0446
3000309001,Indo Amoxycillin 250,S4,capsule,15.0,R 32.54,R 23.14,Generic,A40/20.1.2/0329
3000309002,Indo Amoxycillin 250,S4,capsule,500.0,R 467.01,R 153.68,Generic,A40/20.1.2/0329
3000310001,Indo Amoxycillin 500,S4,capsule,15.0,R 38.81,R 25.31,Generic,A40/20.1.2/0330
3000310002,Indo Amoxycillin 500,S4,capsule,500.0,R 626.65,R 176.65,Generic,A40/20.1.2/0330
3000786002,Novatrim,S4,tablet,1000.0,R 616.10,R 175.10,Generic,28/20.2/0416
3000786003,Novatrim,S4,tablet,100.0,R 85.60,R 41.50,Generic,28/20.2/0416
703904001,Uricon,S2,tablet,60.0,R 731.57,R 192.09,Generic,35/18/0406
705368001,Topzole,S4,tablet,28.0,R 350.60,R 121.66,Generic,38/11.4.3/0061
705369001,Topzole,S4,tablet,28.0,R 498.06,R 157.73,Generic,38/11.4.3/0060
707420001,Gastriwin i.v.,S4,injection,10.0,R 728.61,R 191.65,Generic,33/11.4.3/0519
715810001,Doribax powder for solution vial,S4,infusion,10.0,R 6446.43,R 566.23,Generic,43/20.1.1/0647
715980009,Convulex,S3,capsule,100.0,R 523.33,R 161.45,Generic,R/2.5/218
715999001,Convulex,S3,capsule,100.0,R 835.76,R 207.42,Generic,R/2.5/219  
717770001,Deblaston,S4,capsule,20.0,R 281.32,R 102.60,Generic,S/18.5/42
717770028,Deblaston,S4,capsule,40.0,R 518.22,R 160.70,Generic,S/18.5/42
717776001,Xefo rapid,S3,tablet,10.0,R 144.10,R 61.74,Generic,44/3.1/0331
717776002,Xefo rapid,S3,tablet,20.0,R 262.02,R 97.29,Generic,44/3.1/0331
718142001,Topzole otc,S2,tablet,7.0,R 101.61,R 47.04,Generic,43/11.4.3/1001
718142002,Topzole otc,S2,tablet,14.0,R 185.01,R 75.89,Generic,43/11.4.3/1001
718730001,Omnair,S3,spray,120.0,R 311.35,R 110.86,Generic,43/21.5.1/0008
720107001,Ferinject vial 10ml solution for injecti,S3,injection,10.0,R 2771.06,R 366.38,Generic,45/8.3/0948
721635001,Circadin,S4,Srt,30.0,R 493.61,R 157.08,Generic,44/2.2/0001
723088004,Empacod,S3,tablet,20.0,R 108.99,R 49.59,Generic,S/2.8/137
723473001,Adcetris powder for reconstitution vial,S4,infusion,10.0,R 33692.79,R 2047.71,Generic,48/26/0433
725005009,Euphyllin retard,S2,Srt,60.0,R 388.69,R 132.14,Generic,K/10.2/311
725927003,Ferrimed,S1,capsule,60.0,R 435.73,R 145.08,Generic,H840 (ACT 101 OF 1965)
725935006,Ferrimed,S1,syrup,100.0,R 271.80,R 99.98,Generic,H842 (ACT 101 OF 1965)
725943017,Ferrimed 2ml,S3,injection,2.0,R 1431.89,R 293.57,Generic,H841 (ACT 101/1965)
726087009,Ferrimed ds chewable,S1,Chu,30.0,R 435.16,R 144.92,Generic,L/8.3/201
759864004,Reparil,S1,gel,20.0,R 74.91,R 37.80,Generic,G/13.9/2367    
759864012,Reparil,S1,gel,40.0,R 131.64,R 57.43,Generic,G/13.9/2367    
759864020,Reparil,S1,gel,100.0,R 290.94,R 105.25,Generic,G/13.9/2367    
779482018,Zymafluor,S1,tablet,150.0,R 113.79,R 51.25,Generic,E/24/728
779482026,Zymafluor,S1,tablet,400.0,R 265.03,R 98.12,Generic,E/24/728
781541018,Convulex,S3,syrup,100.0,R 220.73,R 85.93,Generic,W/2.5/390
781568005,Convulex,S3,capsule,100.0,R 1190.48,R 259.60,Generic,W/2.5/20  
783005008,Theoplus,S2,Srt,60.0,R 339.85,R 118.70,Generic,V/10.2/96 
783013019,Theoplus,S2,Srt,60.0,R 372.28,R 127.62,Generic,V/10.2/97  
785849009,Legalon 70,S0,tablet,40.0,R 151.53,R 64.31,Generic,R/7.4/172
785849017,Legalon 70,S0,tablet,100.0,R 306.55,R 109.54,Generic,R/7.4/172
811793001,Pantoloc,S4,tablet,14.0,R 432.72,R 144.25,Generic,28/11.4.3/0407 
811793028,Pantoloc,S4,tablet,28.0,R 775.63,R 198.57,Generic,28/11.4.3/0407 
812153006,Gastriwin (was Controloc),S4,tablet,14.0,R 268.63,R 99.11,Generic,29/11.4.3/0123
812153014,Gastriwin (was Controloc),S4,tablet,28.0,R 496.56,R 157.51,Generic,29/11.4.3/0123
819697001,Empaped,S2,Spp,10.0,R 110.55,R 50.13,Generic,X/2.7/193
819700002,Empaped,S2,Spp,10.0,R 135.15,R 58.64,Generic,X/2.7/194 
835226018,Zymafluor,S1,drops,20.0,R 87.08,R 42.01,Generic,Y/24/394
860654001,Xefo,S3,tablet,20.0,R 180.79,R 74.43,Generic,33/3.1/0247
860662004,Xefo,S3,tablet,20.0,R 244.05,R 92.35,Generic,33/3.1/0248
860662012,Xefo,S3,tablet,100.0,R 988.30,R 229.86,Generic,33/3.1/0248
860670007,Xefo 8 iv/im 2ml,S3,injection,2.0,R 308.25,R 110.01,Generic,33/3.1/0249 PRODUCT AND  33/34/0250 WATER
860670015,Xefo 8 iv/im 2ml,S3,injection,2.0,R 78.78,R 39.14,Generic,33/3.1/0249 PRODUCT AND  33/34/0250 WATER
873276019,Venofer ampoule 5ml,S3,injection,5.0,R 1203.96,R 261.59,Generic,32/8.3/0166    
878197001,Pantoloc iv,S4,injection,10.0,R 994.25,R 230.73,Generic,33/11.4.3//0041 
881589004,Pantoloc,S4,tablet,28.0,R 456.71,R 150.85,Generic,34/11.4.3/0005
892291005,Gastriwin,S4,tablet,28.0,R 349.11,R 121.25,Generic,34/11.4.3/0006
3000442001,Legalon ® Forte Capsules,S3,capsule,100.0,R 540.97,R 164.05,Generic,45/7.4/1132
3000442002,Legalon ® Forte Capsules,S3,capsule,30.0,R 191.04,R 77.98,Generic,45/7.4/1132
702789003,Para plus lice spray 135ml,S1,Spr,135.0,R 178.67,R 73.70,Generic,29/13.4.2/0243
794139019,Para special lice 140ml,S1,Spr,140.0,R 176.22,R 72.85,Generic,P/13.4.2/115
821888005,Prodol,S1,Geo,20.0,R 55.34,R 31.03,Generic,Z/4/111
713081001,Carcyt 10,S4,injection,10.0,R 3754.88,R 419.88,Generic,37/26/0357
713083001,Carcyt 50,S4,injection,1.0,R 1991.50,R 324.00,Generic,37/26/0358
713083002,Carcyt 50,S4,injection,10.0,R 17861.93,R 1186.93,Generic,37/26/0358
715783001,Vinorelbine Pierre Fabre 50 ,S4,injection,1.0,R 1514.78,R 298.07,Generic,36/26/0342
715783002,Vinorelbine Pierre Fabre 50 ,S4,injection,10.0,R 13094.72,R 927.72,Generic,36/26/0342
715784001,Vinorelbine Pierre Fabre 10 ,S4,injection,10.0,R 2801.43,R 368.03,Generic,36/26/0341
701389001,Flutaplex 250 Mg,S4,tablet,90.0,R 1315.67,R 278.02,Generic,33/21.12/0516
703658003,Bleolem,S4,injection,15.0,R 580.68,R 169.89,Generic,36/26/0001
704097001,Carbosin vial 45ml,S4,injection,45.0,R 1223.58,R 264.47,Generic,Z/26/0262
704608001,Abic leucovorin,S1,injection,10.0,R 385.24,R 131.19,Generic,27/8.3/0151
704609001,Abic Leucovorin 200Mg/20Ml,S1,injection,20.0,R 694.86,R 186.69,Generic,27/8.3/0152
704610001,Abic leucovorin 300mg/30ml,S1,injection,30.0,R 992.69,R 230.50,Generic,27/8.3/0153
707364001,Carbosin vial 60ml,S4,injection,60.0,R 1580.49,R 301.65,Generic,A39/26/0170
708286001,Copaxone pre-filled syringe 1ml,S4,injection,1.0,R 8159.36,R 659.36,Generic,A40/34/0258
708286002,Copaxone pre-filled syringe 1ml,S4,injection,1.0,R 404.29,R 136.43,Generic,A40/34/0258
708729001,Laracit 100 Mg,S4,injection,2.0,R 71.24,R 36.53,Generic,37/26/0487
708730001,Laracit vial 10ml,S4,injection,10.0,R 274.38,R 100.69,Generic,37/26/0488
710286001,Teva carbi-levo 25/100,S4,tablet,100.0,R 523.91,R 161.54,Generic,32/5.4.1/0081
710468001,Teva carbi-levo 25/250,S4,tablet,100.0,R 684.57,R 185.17,Generic,32/5.4.1/0024
712607001,Teva baclofen,S4,tablet,30.0,R 262.39,R 97.39,Generic,30/2.10/0392
712608001,Aspirin teva,S2,effervescent tablet,30.0,R 58.18,R 32.01,Generic,A38/8/0375
712609001,Azathioprine pch,S4,tablet,100.0,R 867.86,R 212.14,Generic,37/26/0692
714756001,Pch-paclitaxel 30 solution for infusion,S4,infusion,5.0,R 214.73,R 84.28,Generic,A40/26/0609
714757001,Pch-paclitaxel 100 solution for infusion,S4,infusion,16.0,R 609.93,R 174.19,Generic,A40/26/0610
714758001,Pch-paclitaxel 300 solution for infusion,S4,infusion,50.0,R 1607.72,R 303.13,Generic,A40/26/0611
715147001,Epirubicin-Lemery 10 Mg,S4,injection,5.0,R 273.36,R 100.41,Generic,37/26/0538
715148001,Epirubicin-Lemery 50 Mg,S4,injection,25.0,R 916.52,R 219.30,Generic,37/26/0539
715526001,Teva Vinorelbine 10,S4,infusion,2.0,R 555.42,R 166.17,Generic,42/26/0758
715527001,Teva Vinorelbine 50,S4,infusion,5.0,R 1741.01,R 310.38,Generic,42/26/0759
716356001,Teva fludarabine concentrate for solutio,S4,injection,2.0,R 2679.93,R 361.43,Generic,43/26/0009
716660001,Teva bicalutamide,S4,tablet,30.0,R 807.29,R 203.23,Generic,43/21.12/0764
718266001,Teva anastrozole,S4,tablet,30.0,R 361.63,R 124.69,Generic,42/21.12/0760
718524001,Granisetron teva 1,S4,injection,1.0,R 272.02,R 100.04,Generic,45/5.7.2/0067
718525001,Granisetron teva 3,S4,injection,3.0,R 704.02,R 188.03,Generic,45/5.7.2/0068
722714001,Linezolid teva,S4,tablet,10.0,R 6288.22,R 557.62,Generic,48/20.1.1/1315
722790001,Vinblastine teva solution for injection,S4,injection,10.0,R 434.57,R 144.76,Generic,45/26/0373
722865001,Epigab 100,S3,capsule,100.0,R 259.57,R 96.62,Generic,45/2.5/0698
722866001,Epigab 300,S3,capsule,100.0,R 553.77,R 165.93,Generic,45/2.5/0699
722867001,Epigab 400,S3,capsule,100.0,R 553.77,R 165.93,Generic,45/2.5/0700
723574001,Lercanidipine teva,S3,tablet,28.0,R 285.25,R 103.68,Generic,46/7.1/0291
723575001,Lercanidipine teva,S3,tablet,28.0,R 368.57,R 126.60,Generic,46/7.1/0292
723652001,Yade,S3,Fct,28.0,R 218.21,R 85.24,Generic,47/21.8.2/0025
723653001,Maya,S3,Fct,28.0,R 187.49,R 76.75,Generic,47/21.8.2/0024
723853001,Nurika (was pregabalin teva),S5,capsule,60.0,R 223.60,R 86.72,Generic,46/2.5/0772.764
723854001,Nurika (was pregabalin teva),S5,capsule,60.0,R 503.19,R 158.49,Generic,46/2.5/0774.766
723855001,Nurika (was pregabalin teva),S5,capsule,60.0,R 705.28,R 188.22,Generic,46/2.5/0775.767
788503006,Rescuvolin,S1,tablet,10.0,R 386.88,R 131.64,Generic,S/22.1.4/339
788511017,Rescuvolin Powder For Injection 50 Mg,S1,injection,1.0,R 211.37,R 83.36,Generic,S/22.1.4/345
823635008,Doxorubicin rtu 10-5 vial 5ml,S4,injection,5.0,R 148.53,R 63.27,Generic,Z/26/167
825069010,Carbosin vial 15ml,S4,injection,15.0,R 473.78,R 154.16,Generic,Z/26/0261
827541018,Rescuvolin Powder For Injection 15 Mg,S1,injection,1.0,R 76.85,R 38.47,Generic,S/22.1.4/0344
