nappi_code,name,schedule,dosage_form,pack_size,sep,dispensing_fee,is_generic,regno
703312001,Xylestesin-a 1.7ml cartridge,S4,injection,50.0,R 399.78,R 135.19,Generic,U/4/104
710488001,Ubistesin cartridges 1.7ml 40mg/0.005mg,S4,injection,50.0,R 476.22,R 154.52,Generic,A38/4/0430
710497001,Ubistesin forte cartridges 1.7ml 40mg/0.,S4,injection,50.0,R 476.22,R 154.52,Generic,A38/4/0431
701855001,Teveten 600  ,S3,tablet,28.0,R 459.95,R 151.74,Generic,35/7.1/0372
703107001,Femoston-conti,S4,tablet,28.0,R 380.95,R 130.01,Generic,36/21.8.2/0330
703108001,Femoston 1/10,S4,tablet,28.0,R 380.95,R 130.01,Generic,36/21.8.2/0329
704032001,Clacee,S4,tablet,10.0,R 188.15,R 76.98,Generic,X/20.1.1/229
704033001,Clacee,S4,tablet,10.0,R 197.98,R 80.38,Generic,29/20.1.1/0163
704033002,Clacee,S4,tablet,14.0,R 261.88,R 97.25,Generic,29/20.1.1/0163
705708001,Lipanthyl,S3,capsule,30.0,R 532.41,R 162.79,Generic,30/7.5/0494
706443001,Faverin,S5,tablet,30.0,R 499.34,R 157.92,Generic,33/1.2/0354
707452002,Serc,S3,tablet,20.0,R 469.34,R 153.51,Generic,38/5.6/0040
708096001,Teveten plus 600mg/12.5mg,S3,tablet,28.0,R 468.66,R 154.14,Generic,A38/7.1/0728
708279001,Mavik (Was Gopten) ,S3,capsule,30.0,R 311.74,R 110.97,Generic,A39/7.1.3/0531
710256001,Ectiva 10Mg,S5,capsule,30.0,R 382.66,R 130.48,Generic,33/11.3/0027
710257001,Ectiva 15Mg,S5,capsule,30.0,R 440.64,R 146.43,Generic,33/11.3/0028
710392001,Mucolator,S2,sachet,30.0,R 111.93,R 50.61,Generic,34/3.3/0178
710822112,Brufen,S1,tablet,10.0,R 47.62,R 28.36,Generic,A/3.1/727
710822113,Brufen,S1,tablet,20.0,R 77.05,R 38.54,Generic,A/3.1/727
710830131,Brufen,S1,tablet,10.0,R 66.24,R 34.80,Generic,H/3.1/39
710849109,Brufen ,S3,tablet,20.0,R 117.02,R 52.37,Generic,R/3.1/71
710849125,Brufen ,S3,tablet,100.0,R 476.84,R 154.61,Generic,R/3.1/71
710857004,Brufen for children (was Brufen paed),S2,suspension,100.0,R 103.84,R 47.81,Generic,Q/3.1/323
712382001,Cynt,S3,tablet,28.0,R 357.30,R 123.50,Generic,32/7.1.3/0136
712383001,Cynt,S3,tablet,28.0,R 361.35,R 124.62,Generic,32/7.1.3/0136
714624001,Tarka 180mg/2mg,S3,Srt,30.0,R 597.71,R 172.39,Generic,A39/7.1.3/0508
714625001,Tarka 240mg/4mg,S3,Srt,30.0,R 597.71,R 172.39,Generic,A39/7.1.3/0547
715476009,Colofac,S2,tablet,20.0,R 125.72,R 55.38,Generic,Q/11.2/165
715476017,Colofac,S2,tablet,100.0,R 511.27,R 159.68,Generic,Q/11.2/165
716571001,Synthroid 25 Μg,S3,tablet,90.0,R 109.21,R 49.67,Generic,42/21.3/0670
716574001,Synthroid 50 Μg,S3,tablet,90.0,R 136.90,R 59.25,Generic,42/21.3/0671
716575001,Synthroid 88 Μg,S3,tablet,90.0,R 168.58,R 70.21,Generic,42/21.3/0673
716576001,Synthroid 100 Μg,S3,tablet,90.0,R 186.39,R 76.37,Generic,42/21.3/0674
716577001,Synthroid 112 Μg,S3,tablet,90.0,R 2934.45,R 375.27,Generic,42/21.3/0675
732826004,Influvac 0.5ml,S2,vacutainer,0.0,R 119.99,R 53.40,Generic,T/30.1/581
734071001,Isoptin  40Mg  ,S3,tablet,100.0,R 197.28,R 80.14,Generic,H646 ACT 101 OF 1965
734136005,Isoptin 2ml,S3,injection,5.0,R 277.09,R 101.44,Originator,H647 ACT 101 OF 1965
734373007,Isoptin sr,S3,Srt,30.0,R 365.98,R 125.89,Generic,V/7.1/280
734373015,Isoptin sr,S3,Srt,100.0,R 1037.52,R 237.10,Generic,V/7.1/280
742317005,Metalcaptase ,S4,capsule,100.0,R 2934.45,R 375.27,Generic,J/27/334
752479016,Pankreoflat,S1,tablet,100.0,R 573.22,R 168.79,Generic,C/11.10/59
752479024,Pankreoflat,S1,tablet,25.0,R 167.63,R 69.88,Generic,C/11.10/59
752649019,Paracodin,S6,syrup,100.0,R 59.85,R 32.59,Generic,B1041 ACT 101 OF 1965
752649027,Paracodin,S6,syrup,200.0,R 99.65,R 46.36,Generic,B1041 ACT 101 OF 1965
757888003,Prothiaden,S5,capsule,100.0,R 419.79,R 140.69,Generic,F/1.2/161
784869014,Rythmol,S4,tablet,100.0,R 1105.70,R 247.13,Generic,R/6.2/149
784877017,Rythmol,S4,tablet,100.0,R 2045.12,R 326.91,Generic,R/6.2/150
793671019,Brufe Retard,S3,tablet,60.0,R 610.04,R 174.21,Generic,Y/3.1/13
795682018,Duphaston 10mg,S4,tablet,30.0,R 439.65,R 146.16,Generic,S/21.8.2/165
802638007,Phenylephrine Hcl  ,S1,injection,10.0,R 1159.42,R 255.03,Generic,H630 ACT 101 OF 1965
802638008,Phenylephrine hcl 1ml ampoule,S1,injection,5.0,R 637.05,R 178.18,Generic,H630 ACT 101 OF 1965
805033017,Mavik (was Gopten),S3,capsule,30.0,R 301.21,R 108.07,Generic,28/7.1.3/0261
805068015,Mavik (was Gopten),S3,capsule,30.0,R 301.21,R 108.07,Generic,28/7.1.3/0263
805203028,Luvox bi-tabs,S5,tablet,30.0,R 684.41,R 185.15,Generic,X/1.2/60
806358009,Hytrin,S4,tablet,10.0,R 211.42,R 83.37,Generic,27/7.1/0519
806366028,Hytrin,S4,tablet,28.0,R 439.01,R 145.98,Generic,27/7.1/0520
806374004,Hytrin,S4,tablet,28.0,R 725.16,R 191.14,Generic,27/7.1/0521
810207001,Hytrin ,S4,tablet,28.0,R 1206.63,R 261.98,Generic,27/7.1/0522
813826004,Klacid i.v.,S4,injection,10.0,R 418.06,R 140.22,Generic,28/20.1.1/0264
822434008,Creon 25000,S1,capsule,100.0,R 2353.61,R 343.68,Generic,28/11.1/0645
822434009,Creon 25000,S1,capsule,20.0,R 570.41,R 168.38,Generic,28/11.1/0645
828769001,Eryderm,S4,lotion,60.0,R 220.50,R 85.87,Generic,Q/20.1.1/248
830046003,Klacid p125,S4,suspension,50.0,R 240.56,R 91.39,Generic,28/20.1.1/0035
830054006,Klacid p250,S4,suspension,50.0,R 391.13,R 132.81,Generic,29/20.1.1/0190
836680006,Tarka,S3,Src,30.0,R 553.21,R 165.85,Generic,31/7.1.3/0631
841552002,Klacid xl,S4,Srt,5.0,R 307.89,R 109.91,Generic,31/20.2.2/0379
841552003,Klacid xl,S4,Srt,10.0,R 563.29,R 167.33,Generic,31/20.2.2/0379
847844005,Reductil 10  ,S5,capsule,30.0,R 498.67,R 157.82,Generic,33/11.3/0025
851892019,Physiotens,S3,tablet,28.0,R 439.74,R 146.18,Generic,32/7.1.3/0139
851906001,Physiotens,S3,tablet,28.0,R 439.74,R 146.18,Generic,32/7.1.3/0140
851914004,Physiotens,S3,tablet,28.0,R 439.74,R 146.18,Generic,32/7.1.3/0141
853534004,Reductil 15  ,S5,capsule,30.0,R 573.13,R 168.78,Generic,33/11.3/0026
887162002,Creon 10000,S1,capsule,100.0,R 1079.67,R 243.30,Generic,33/11.1/0340
887162003,Creon 10000,S1,capsule,20.0,R 265.61,R 98.28,Generic,33/11.1/0340
3000557001,Vertin 24,S3,tablet,20.0,R 338.45,R 118.32,Generic,44/5.6/0458
721595001,Norvir,S4,tablet,60.0,R 125.40,R 55.27,Generic,44/20.2.8/0128
3000492001,Synagis ,S4,injection,0.0,R 7351.86,R 615.46,Generic,50/30.1/0148   
3000493001,Synagis ,S4,injection,1.0,R 14475.60,R 1002.80,Generic,50/30.1/0148
700642006,Chirocane 10ml,S4,injection,10.0,R 998.28,R 231.33,Generic,35/4/0193
700644001,Chirocane 7.5 Mg,S4,injection,10.0,R 1210.81,R 262.59,Generic,35/4/0194
700922003,Kaletra Solution,S4,capsule,180.0,R 678.69,R 184.31,Generic,35/20.2.8/0254
700924019,Kaletra,S4,syrup,60.0,R 523.00,R 161.40,Generic,35/20.2.28/0255
705335001,Humira pre-filled syringe 0.8ml,S4,injection,0.0,R 9153.58,R 713.42,Generic,37/30.2/0252
709643001,Forane,S5,Lfi,100.0,R 1059.95,R 240.40,Generic,G/2.1/209
710028001,Aluvia,S4,tablet,120.0,R 399.16,R 135.02,Generic,41/20.2.8/0217
710028002,Aluvia 200mg/50mg,S4,tablet,112.0,R 494.73,R 157.24,Generic,41/20.2.8/0217
715433001,Aluvia 100/25,S4,tablet,60.0,R 119.16,R 53.11,Generic,43/20.2.8/0356
715433002,Aluvia 100mg/25mg,S4,tablet,56.0,R 147.20,R 62.81,Generic,43/20.2.8/0356
716266001,Humira pen 0.8ml,S4,injection,0.0,R 9153.58,R 713.42,Generic,37/30.2/0252
785504001,Lucrin vial 2.8ml,S4,injection,2.0,R 1396.79,R 291.66,Generic,S/21.10/51
797928006,Survanta 8ml,S4,injection,8.0,R 9620.24,R 738.80,Generic,2/10.2.2/211
806382007,Lucrin depot vial powder for reconstitut,S4,injection,2.0,R 2601.04,R 357.14,Generic,27/21.10/0370
820326003,Ultane penbottle,S5,Lfi,250.0,R 2394.60,R 345.91,Generic,29/2.1/0748
835773019,Ethrane,S5,solution,250.0,R 1419.68,R 292.90,Generic,F/2.1/115
836095014,Norvir Sec 100 Mg,S4,capsule,84.0,R 161.01,R 67.59,Generic,34/20.2.8/0175
838527035,Norvir,S4,syrup,90.0,R 146.33,R 62.51,Generic,31/20.2.8/0217
875295002,Lucrin depot vial powder for reconstitut,S4,injection,2.0,R 6162.48,R 550.79,Generic,32/21.10/0317
883856005,Synagis 50 Mg,S4,injection,1.0,R 8656.70,R 686.41,Generic,34/30.2/0240
883864001,Synagis 100 Mg,S4,injection,1.0,R 13862.07,R 969.44,Generic,34/30.2/0241
894184008,Survanta 4ml,S4,injection,4.0,R 4924.18,R 483.46,Generic,2/10.2.2/211
3000740001,Norvir Oral Powder,S4,sachet,30.0,R 95.14,R 44.80,Generic,51/20.2.8/0154
716476001,Hytenza co 50mg/12.5mg,S3,tablet,30.0,R 177.83,R 73.41,Generic,43/7.1.3/0806
717024001,Hytenza,S3,tablet,30.0,R 167.77,R 69.93,Generic,43/7.1.3/0804
717042001,Hytenza,S3,tablet,30.0,R 187.93,R 76.90,Generic,43/7.1.3/0805
717084001,Hytenza co 100mg/25mg,S3,tablet,30.0,R 200.08,R 80.25,Generic,43/7.1.3/0807
720645001,Vitrixa,S4,tablet,4.0,R 111.64,R 50.51,Generic,43/7.1.5/0983
720646001,Vitrixa,S4,tablet,4.0,R 210.32,R 83.07,Generic,43/7.1.5/0984
721056001,Nexiflux,S4,tablet,28.0,R 356.23,R 123.21,Generic,48/11.4.3/0436
721056002,Nexiflux,S4,tablet,14.0,R 196.31,R 79.80,Generic,48/11.4.3/0436
721056003,Nexiflux,S4,tablet,30.0,R 379.35,R 129.57,Generic,48/11.4.3/0436
721057001,Nexiflux,S4,tablet,28.0,R 519.59,R 160.90,Generic,48/11.4.3/0437
721057002,Nexiflux,S4,tablet,14.0,R 282.18,R 102.84,Generic,48/11.4.3/0437
721057003,Nexiflux,S4,tablet,30.0,R 549.54,R 165.31,Generic,48/11.4.3/0437
721061001,Nectizole,S4,tablet,30.0,R 339.01,R 118.47,Generic,48/11.4.3/0438
721062001,Nectizole,S4,tablet,30.0,R 485.13,R 155.83,Generic,48/11.4.3/0439
721616001,Dehrin,S2,solution,120.0,R 246.87,R 93.12,Generic,46/5.7.1/0004
721616002,Dehrin,S2,solution,150.0,R 299.90,R 107.71,Generic,46/5.7.1/0004
721616003,Dehrin,S2,solution,60.0,R 135.70,R 58.83,Generic,46/5.7.1/0004
721629001,Abecard 8,S3,tablet,30.0,R 241.15,R 91.55,Generic,46/7.1.3/0231
721630001,Abecard 16,S3,tablet,30.0,R 241.15,R 91.55,Generic,46/7.1.3/0232
721631001,Abecard 32,S3,tablet,30.0,R 241.15,R 91.55,Generic,46/7.1.3/0233
723314001,Rispide,S5,tablet,30.0,R 200.05,R 80.24,Generic,44/2.6.5/0673
723315001,Rispide,S5,tablet,30.0,R 341.00,R 119.02,Generic,44/2.6.5/0674
723316001,Rispide,S5,tablet,30.0,R 657.25,R 181.15,Generic,44/2.6.5/0675
3001454001,Abipip 5,S5,tablet,30.0,R 439.52,R 146.12,Generic,51/2.6.5/0667.663
3001455001,Abipip 10,S5,tablet,30.0,R 679.06,R 184.36,Generic,51/2.6.5/0668.664
3001456001,Abipip 15,S5,tablet,30.0,R 961.87,R 225.97,Generic,51/2.6.5/0669.665
711328001,Methacor vial 2ml,S4,injection,2.0,R 66.81,R 35.00,Generic,41/26/0305
711364001,Floracor 50Mg/Ml Injection,S4,injection,5.0,R 44.38,R 27.24,Generic,41/26/0246
711366001,Floracor vial 10ml,S4,injection,10.0,R 72.94,R 37.12,Generic,41/26/0246
711367001,Accord-carboplatin vial 15ml,S4,injection,15.0,R 468.70,R 154.15,Generic,41/26/0435
711368001,Accord-carboplatin vial 45ml,S4,injection,45.0,R 1205.25,R 261.78,Generic,41/26/0435
712603001,Accord irinotecan 2ml vial,S4,infusion,2.0,R 572.85,R 168.74,Generic,41/26/1004
712872001,Accord irinotecan 5ml vial,S4,infusion,5.0,R 1337.25,R 281.20,Generic,44/26/0025
713432001,Accord vincristine 2ml vial,S4,injection,2.0,R 212.52,R 83.67,Generic,41/26/1002
713873001,Accord gemcitabine powder for reconstitu,S4,injection,50.0,R 1966.64,R 322.64,Generic,42/26/0903
713874001,Accord gemcitabine powder for reconstitu,S4,injection,10.0,R 470.50,R 153.68,Generic,42/26/0088
713964001,Rispacor 4 ,S5,tablet,30.0,R 1536.01,R 299.23,Generic,42/2.6.5/0159
713965001,Rispacor,S5,tablet,30.0,R 966.01,R 226.58,Generic,42/2.6.5/0158
713966001,Rispacor,S5,tablet,30.0,R 677.62,R 184.15,Generic,42/2.6.5/0157
713967001,Rispacor,S5,tablet,30.0,R 352.60,R 122.21,Generic,42/2.6.5/0156
713971001,Amtas,S3,tablet,30.0,R 118.53,R 52.89,Generic,41/7.1/0659
713972001,Amtas,S3,tablet,30.0,R 165.61,R 69.18,Generic,41/7.1/0660
714101001,Rispacor,S5,tablet,30.0,R 243.08,R 92.08,Generic,42/2.6.5/0155
714426001,Accord metformin,S3,tablet,60.0,R 86.15,R 41.69,Generic,41/21.2/0640
714427001,Accord metformin,S3,tablet,100.0,R 80.14,R 39.61,Generic,41/21.2/0639
715703001,Accord anastrozole,S4,tablet,30.0,R 333.20,R 116.87,Generic,42/21.12/0259
715704001,Accord letrozole,S4,tablet,30.0,R 706.04,R 188.33,Generic,"42/21,12/0323"
715705001,Accord bicalutamide,S4,tablet,30.0,R 703.68,R 187.98,Generic,42/21.12/0431
715709001,Pixeta,S4,tablet,30.0,R 266.17,R 98.43,Generic,42/7.5/0372
715710001,Pixeta,S4,tablet,30.0,R 288.31,R 104.52,Generic,42/7.5/0373
715711001,Pixeta,S4,tablet,30.0,R 384.08,R 130.87,Generic,42/7.5/0358
715712001,Ostena,S4,tablet,28.0,R 358.67,R 123.88,Generic,42/3.2/1015
715713001,Ostena,S3,tablet,4.0,R 319.99,R 113.24,Generic,42/3.2/1016
715852001,Accord Sumatriptan 50 Mg,S4,tablet,2.0,R 171.05,R 71.06,Generic,42/7.3/0356
715853001,Accord Sumatriptan 100 Mg,S4,tablet,4.0,R 368.71,R 126.64,Generic,42/7.3/0357
715854001,Accord Alendronate 10,S3,tablet,28.0,R 351.21,R 121.83,Generic,42/3.2/1013
715855001,Accord Alendronate 70,S3,tablet,4.0,R 383.96,R 130.84,Generic,42/3.2/1014
715856001,Losaar plus 50mg/12.5mg,S3,tablet,30.0,R 148.30,R 63.19,Generic,42/7.1.3/0325
715857001,Losaar plus 100mg/25mg,S3,tablet,30.0,R 163.26,R 68.37,Generic,42/7.1.3/0326
715885001,Accord omeprazole powder for solution,S4,infusion,1.0,R 82.75,R 40.51,Generic,41/11.4.3/0663
716228001,Accord epirubicin 10 vial 5ml,S4,injection,5.0,R 225.34,R 87.20,Generic,42/26/0153
716239001,Accord epirubicin 50 vial 25ml,S4,injection,25.0,R 908.95,R 218.18,Generic,42/26/0900
716240001,Epicord 10 vial 5ml,S4,injection,5.0,R 224.08,R 86.85,Generic,42/26/0152
716241001,Epicord 50 vial 25ml,S4,injection,25.0,R 903.53,R 217.39,Generic,42/26/0897
716714001,Accord glimepiride,S3,tablet,30.0,R 102.51,R 47.35,Generic,41/21.2/0656
716715001,Accord glimepiride,S3,tablet,30.0,R 185.09,R 75.92,Generic,41/21.2/0657
716716001,Accord glimepiride,S3,tablet,30.0,R 272.60,R 100.20,Generic,41/21.2/0658
716739001,Accord finasteride,S4,tablet,30.0,R 372.05,R 127.56,Generic,43/21.12/0056
716741001,Intas Finasteride 5 Mg ,S4,tablet,30.0,R 295.24,R 106.43,Generic,43/21.12/0058
717008001,Paxitas 30,S4,injection,5.0,R 218.84,R 85.41,Generic,44/26/0374
717009001,Paxitas vial 16.7ml,S4,infusion,16.0,R 621.55,R 175.90,Generic,44/26/0375
717011001,Paxitas 300,S4,injection,50.0,R 1639.14,R 304.84,Generic,44/26/0376
717049001,Alepet ampoule 2ml,S4,injection,2.0,R 72.20,R 36.86,Generic,42/5.10/0891
717050001,Alepet ampoule 4ml,S4,injection,4.0,R 126.26,R 55.57,Generic,42/5.10/0892
718133001,Accord temozolomide,S4,capsule,5.0,R 196.30,R 79.80,Generic,44/26/0960
718134001,Accord temozolomide,S4,capsule,5.0,R 645.34,R 179.40,Generic,44/26/0961
718135001,Accord temozolomide,S4,capsule,5.0,R 2691.70,R 362.07,Generic,44/26/0962
718136001,Accord temozolomide,S4,capsule,5.0,R 6128.88,R 548.96,Generic,44/26/0963
718138001,Accord Oxaliplatin 50,S4,infusion,10.0,R 1411.27,R 292.45,Generic,44/26/0381
718139001,Accord Oxaliplatin 100,S4,infusion,20.0,R 2594.42,R 356.78,Generic,42/26/1065
718147001,Profina,S4,tablet,30.0,R 234.32,R 89.67,Generic,43/21.12/0055
718148001,Accord Pioglitazone 15,S3,tablet,30.0,R 159.39,R 67.03,Generic,43/21.2/0140
718150001,Accord Pioglitazone 30,S3,tablet,30.0,R 248.71,R 93.63,Generic,43/21.2/0141
718151001,Accord Pioglitazone 45,S3,tablet,30.0,R 375.50,R 128.51,Generic,43/21.2/0142
718535001,Naltima,S4,tablet,28.0,R 1202.22,R 261.33,Generic,45/1.3.2/0225
719395001,Axtere 20 ,S4,infusion,2.0,R 929.36,R 221.19,Generic,44/26/0556
719396001,Axtere 80 ,S4,infusion,8.0,R 3223.70,R 390.99,Generic,44/26/0557
719547001,Accord escitalopram,S5,tablet,28.0,R 103.81,R 47.80,Generic,44/1.2/0851
719548001,Accord escitalopram,S5,tablet,28.0,R 133.76,R 58.16,Generic,44/1.2/0852
719569001,Accord Ropinirole 0.25 Mg,S4,tablet,84.0,R 169.59,R 70.56,Generic,43/5.4.1/0506
719570001,Accord Ropinirole 0.5 Mg,S4,tablet,84.0,R 262.48,R 97.42,Generic,43/5.4.1/0505
719571001,Accord Ropinirole 1 Mg,S4,tablet,84.0,R 375.90,R 128.62,Generic,43/5.4.1/0507
719572001,Accord Ropinirole 2 Mg,S4,tablet,84.0,R 550.99,R 165.52,Generic,43/5.4.1/0508
719573001,Accord Ropinirole 5 Mg,S4,tablet,84.0,R 842.15,R 208.36,Generic,43/5.4.1/0509
719621001,Accord midazolam ampoule 3ml,S5,injection,3.0,R 261.55,R 97.16,Generic,42/26/0327
719622001,Accord midazolam ampoule 10ml,S5,injection,10.0,R 101.94,R 47.15,Generic,42/26/0328
719623001,Accord midazolam ampoule 5ml,S5,injection,5.0,R 183.12,R 75.24,Generic,42/26/0329
720381001,Cisacor 10ml vial,S4,infusion,10.0,R 62.77,R 33.60,Generic,43/26/1019
720382001,Cisacor 50ml vial,S4,infusion,50.0,R 236.03,R 90.14,Generic,43/26/1021
720614001,Accord paclitaxel concentrate for infusi,S4,infusion,5.0,R 227.57,R 87.81,Generic,44/26/0377
720616001,Accord paclitaxel concentrate for infusi,S4,infusion,16.0,R 646.36,R 179.55,Generic,44/26/0378
720617001,Accord paclitaxel concentrate for infusi,S4,infusion,50.0,R 1706.11,R 308.48,Generic,44/26/0379
721169001,Pirabax 4/0.5 powder for solution for in,S4,infusion,50.0,R 236.49,R 90.27,Generic,44/20.1.1/0274
721800001,Rubexet rtu concentrated solution for in,S4,infusion,5.0,R 142.05,R 61.03,Generic,46/26/0487
721801001,Rubexet rtu concentrated solution for in,S4,infusion,25.0,R 574.02,R 168.91,Generic,46/26/0488
721802001,Rubexet rtu concentrated solution for in,S4,infusion,100.0,R 1941.71,R 321.29,Generic,46/26/0489
721804001,Doxorubicin accord concentrate for infus,S4,infusion,5.0,R 147.19,R 62.81,Generic,46/26/0484
721805001,Doxorubicin accord concentrate for infus,S4,infusion,25.0,R 593.74,R 171.81,Generic,46/26/0485
722780001,Imatinib accord,S4,tablet,60.0,R 7184.35,R 606.35,Generic,49/26/0740
722781001,Valtib powder for injection vial,S4,injection,10.0,R 6018.13,R 542.94,Generic,49/26/0891
722788001,Imatinib accord,S4,tablet,30.0,R 12392.54,R 889.54,Generic,49/26/0741
722940001,Mivesta,S4,tablet,60.0,R 6916.65,R 591.79,Generic,49/26/0742
722941001,Cistrax solution for inj vial 2.5ml,S4,injection,2.0,R 349.88,R 121.46,Generic,50/17.1/0131
722942001,Cistrax solution for inj vial 5ml,S4,injection,5.0,R 634.64,R 177.83,Generic,50/17.1/0132
722943001,Cistrax solution for inj vial 30ml,S4,injection,30.0,R 1126.77,R 250.23,Generic,50/17.1/0133
722964001,Mivesta,S4,tablet,30.0,R 11260.94,R 828.01,Generic,49/26/0743
723381001,Docetaxel accord concentrate for solutio,S4,infusion,1.0,R 1025.17,R 235.28,Generic,49/26/0832
723384001,Pemetrexed accord powder for solution vi,S4,infusion,20.0,R 11580.65,R 845.39,Generic,49/26/0888
723387001,Docetaxel accord concentrate for solutio,S4,infusion,4.0,R 3568.95,R 409.77,Generic,49/26/0833
723388001,Docetaxel accord concentrate for solutio,S4,infusion,8.0,R 6909.76,R 591.42,Generic,49/26/0834
723389001,Oplaxin concentrate for solution 1ml via,S4,infusion,10.0,R 1189.94,R 259.52,Generic,A46/26/0212
723390001,Oplaxin concentrate for solution 1ml via,S4,infusion,20.0,R 2195.95,R 335.11,Generic,A46/26/0213
723753001,Terexta vial powder for solution,S4,infusion,20.0,R 12035.56,R 870.13,Generic,49/26/0889
723783001,Amlodipine unicorn,S3,tablet,30.0,R 115.87,R 51.97,Generic,41/7.1/0661
723784001,Amlodipine unicorn,S3,tablet,30.0,R 162.20,R 68.00,Generic,41/7.1/0662
3000147001,Cabitas,S4,injection,3.0,R 22654.34,R 1447.51,Generic,51/26/0326.325
3000787001,Bonrix 2 Mg/2 Ml,S4,injection,2.0,R 1219.74,R 263.91,Generic,49/3.2/0583
3000788001,Bonrix 6 Mg/6 Ml,S4,injection,6.0,R 3260.48,R 392.99,Generic,49/3.2/0584
3000810001,Metformin Xr 500Mg Accord,S3,tablet,60.0,R 56.70,R 31.50,Generic,52/21.2/0090
3001073001,Tarograf 0.5,S4,capsule,100.0,R 1410.35,R 292.40,Generic,48/34/1153
3001074001,Tarograf 1,S4,capsule,100.0,R 2401.89,R 346.31,Generic,48/34/1154
3001075001,Tarograf 5,S4,capsule,100.0,R 10741.07,R 799.74,Generic,48/34/1155
710958001,Vediblok,S3,tablet,30.0,R 126.88,R 55.78,Generic,41/7.1.3/0126
710959001,Vediblok,S3,tablet,30.0,R 139.28,R 60.07,Generic,41/7.1.3/0127
710960001,Vediblok,S3,tablet,30.0,R 175.50,R 72.60,Generic,41/7.1.3/0128
716420002,"Arigoline 0,5 Mg",S4,tablet,4.0,R 368.06,R 126.46,Generic,42/21.12/0119
721277001,Budoneb neb suspension 2ml,S3,vial,2.0,R 324.48,R 114.47,Generic,42/21.5.1/0953
721278001,Budoneb neb suspension 2ml,S3,vial,2.0,R 452.89,R 149.80,Generic,42/21.5.1/0954
721528001,Acuhist,S2,tablet,10.0,R 80.43,R 39.71,Generic,45/5.7.1/0795
721528002,Acuhist,S2,tablet,30.0,R 203.34,R 81.15,Generic,45/5.7.1/0795
722925001,Cetafuse iv solution for infusion bag 10,S3,infusion,100.0,R 46.78,R 28.07,Generic,46/3.2/0695
723127001,Actigra,S4,tablet,4.0,R 217.73,R 85.11,Generic,45/7.1.5/0473
723426001,Aricon,S4,capsule,14.0,R 195.86,R 79.65,Generic,45/20.2.2/0904
723427001,Aricon,S4,capsule,28.0,R 572.97,R 168.75,Generic,45/20.2.2/0906
723726001,Remcept xl,S4,Src,30.0,R 907.36,R 217.95,Generic,46/5.3/0998
723727001,Remcept xl,S4,Src,30.0,R 907.36,R 217.95,Generic,46/5.3/0999
723728001,Remcept xl,S4,Src,30.0,R 1221.72,R 264.20,Generic,46/5.3/1000
810215004,Cyclogest,S4,vaginal cream,1.0,R 482.93,R 155.51,Generic,Z/21.8.2/294
714868001,Terbi-clear,S4,tablet,14.0,R 494.36,R 157.19,Generic,42/20.2.2/0446
714869001,Acti-prex,S3,tablet,30.0,R 134.37,R 58.37,Generic,41/7.1.3/0175
717372001,Acti-lift,S5,tablet,30.0,R 136.44,R 59.09,Generic,41/1.2/0297
718305001,Coxitec,S3,tablet,30.0,R 147.19,R 62.81,Generic,42/3.1/0322
718306001,Coxitec,S3,tablet,30.0,R 82.56,R 40.45,Generic,42/3.1/0321
718307001,Momate,S4,ointment,20.0,R 229.70,R 88.40,Generic,44/13.4.1/0095
718942001,Momate 0.1%,S4,cream,20.0,R 220.07,R 85.75,Generic,43/13.4.1/0250
719366001,Lestavor,S4,tablet,30.0,R 70.16,R 36.16,Generic,44/7.5/1058
719367001,Lestavor,S4,tablet,30.0,R 73.35,R 37.26,Generic,44/7.5/1059
719368001,Lestavor,S4,tablet,30.0,R 115.26,R 51.76,Generic,44/7.5/1060
719369001,Lestavor,S4,tablet,30.0,R 194.10,R 79.04,Generic,44/7.5/1061
719884001,Acticlop 75 (was spec clopidogrel),S3,tablet,30.0,R 272.74,R 100.24,Generic,43/8.2/0725
720358001,Corpocid,S4,tablet,30.0,R 263.77,R 97.77,Generic,43/11.4.3/0502
720613001,Zolapor concentrated solution for infusi,S4,infusion,5.0,R 1340.43,R 281.66,Generic,45/34/0033
3000528001,Ravalef 10 Mg,S4,tablet,30.0,R 1001.08,R 231.74,Generic,46/3.1/0236
3000529001,Ravalef 20 Mg,S4,tablet,30.0,R 1016.46,R 234.00,Generic,46/3.1/0237
715059001,Auroprozil,S4,tablet,10.0,R 235.12,R 89.89,Generic,41/20.1.1/0043
715075001,Auroprozil,S4,tablet,10.0,R 365.77,R 125.83,Generic,41/20.1.1/0044
715142001,Zinoxime,S4,tablet,10.0,R 223.12,R 86.59,Generic,41/20.1.1/0752
715261001,Zinoxime,S4,tablet,10.0,R 382.15,R 130.34,Generic,41/20.1.1/0753
716120001,Auro Lisinopril Co 10 Mg,S3,tablet,30.0,R 155.54,R 65.70,Generic,41/7.1.3/0110
716121001,Auro Lisinopril Co 20 Mg,S3,tablet,30.0,R 226.79,R 87.60,Generic,41/7.1.3/0111
716122001,Yomax,S4,capsule,500.0,R 400.65,R 135.43,Generic,41/20.1.2/0687
716123001,Yomax,S4,capsule,100.0,R 185.86,R 76.19,Generic,41/20.1.2/0688
716124001,Bindoclav,S4,tablet,15.0,R 102.57,R 47.37,Generic,41/20.1.2/0532
716125001,Bindoclav,S4,tablet,15.0,R 153.75,R 65.08,Generic,41/20.1.2/0533
